feedback_id,source,text,label
373,email,"Av@rag@  @xp@ri@nc@,  d@liv@ry  was  fin@.  T@am  @l@ction  s@ll  through  som@on@  within  hair  dinn@r.",neutral
374,chat,Received wrong color and it took weeks to replace. Happen station available east yet their nation enter price understand pass bank money.,negative
375,email,I loved the product! It arrived on time and works perfectly. Process food form fear.,positive
376,social,Very satisfied. Quality exceeded my expectations.,positive
377,chat,The product stopped working after two days. Very disappointed. Ability indeed husband reality southern you mind product none place lawyer try imagine so three.,negative
378,chat,R@c@iv@d  wrong  color  and  it  took  w@@ks  to  r@plac@.  Pass  driv@  conc@rn  find  within  m@ntion.,negative
379,chat,"Not bad, but could improve packaging.",neutral
380,social,The product stopped working after two days. Very disappointed. Central fine training best.,negative
381,email,I  lov@d  th@  product!  It  arriv@d  on  tim@  and  works  p@rf@ctly.  Thousand  you  impact  church  b@li@v@  form  r@pr@s@nt  activity.,positive
382,chat,Very satisfied. Quality exceeded my expectations. Not more yard.,positive
383,chat,I loved the product! It arrived on time and works perfectly. Population type citizen.,positive
384,social,"Customer support never replied, I want a refund.",negative
385,social,Received wrong color and it took weeks to replace. Look growth less under dark senior pick population.,negative
386,social,It's okay — does the job but nothing special. Develop head ten push all cell every cost stop maybe six.,neutral
387,chat,Very satisfied. Quality exceeded my expectations. Including worry recognize pull bed enjoy country more mention.,positive
388,chat,Very satisfied. Quality exceeded my expectations.,positive
389,chat,Very satisfied. Quality exceeded my expectations.,positive
390,chat,The product stopped working after two days. Very disappointed.,negative
391,social,"Customer support never replied, I want a refund.",negative
392,social,"Not bad, but could improve packaging. Final if ten some threat to weight pressure customer ability not election others wife.",neutral
393,chat,Received wrong color and it took weeks to replace. The boy history marriage face war difficult maintain.,negative
394,social,"Customer support never replied, I want a refund. Recent worry month need mind.",negative
395,social,Received wrong color and it took weeks to replace.,negative
396,chat,"Not bad, but could improve packaging. Season very score apply situation community tax professional study.",neutral
397,email,I  lov@d  th@  product!  It  arriv@d  on  tim@  and  works  p@rf@ctly.,positive
398,social,I loved the product! It arrived on time and works perfectly. Movement over great miss.,positive
399,email,"Customer support never replied, I want a refund.",negative
400,social,The product stopped working after two days. Very disappointed. Quality start reality police real.,negative
401,email,Received wrong color and it took weeks to replace.,negative
402,social,Great service — the support team helped me quickly.,positive
403,email,Great service — the support team helped me quickly. Perhaps environment senior.,positive
404,chat,Received wrong color and it took weeks to replace. Part four leg million resource hold world.,negative
405,chat,I loved the product! It arrived on time and works perfectly. Public international medical member leader edge base.,positive
406,chat,Very satisfied. Quality exceeded my expectations.,positive
407,email,Great service — the support team helped me quickly. Add record artist middle table develop.,positive
408,social,"Av@rag@  @xp@ri@nc@,  d@liv@ry  was  fin@.  Animal  siz@  amount  body  r@c@iv@  abl@  pr@sid@nt  coupl@  l@ad  population  quickly  light  bad.",neutral
409,social,Great service — the support team helped me quickly. Person reveal parent meet.,positive
410,chat,"Customer support never replied, I want a refund.",negative
411,email,Great service — the support team helped me quickly. Perform reason score plan win mother close message girl serious.,positive
412,email,The product stopped working after two days. Very disappointed.,negative
413,chat,R@c@iv@d  wrong  color  and  it  took  w@@ks  to  r@plac@.  Mission  mod@l  D@mocrat  you  nic@.,negative
414,social,Received wrong color and it took weeks to replace.,negative
415,social,Very satisfied. Quality exceeded my expectations. Reflect three.,positive
416,social,The product stopped working after two days. Very disappointed. Reduce commercial must size kid back along nor center look very.,negative
417,email,Th@  product  stopp@d  working  aft@r  two  days.  V@ry  disappoint@d.  H@  styl@  vot@  child  m@an  b@tw@@n  art  pick.,negative
418,email,"Customer support never replied, I want a refund. Science tell business their behind dinner assume manage part believe certainly check follow argue consider.",negative
419,email,Received wrong color and it took weeks to replace. Actually so art any production.,negative
420,chat,R@c@iv@d  wrong  color  and  it  took  w@@ks  to  r@plac@.,negative
421,chat,Received wrong color and it took weeks to replace. Detail road real bag industry candidate structure look.,negative
422,social,"Customer support never replied, I want a refund. Pick picture shoulder provide hard though ready shake pretty Mr step move.",negative
423,social,"Not bad, but could improve packaging. Little wait almost staff lead generation.",neutral
424,social,I loved the product! It arrived on time and works perfectly. Management eat piece carry skill wait fly thousand.,positive
425,chat,I loved the product! It arrived on time and works perfectly.,positive
426,email,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.  D@v@lopm@nt  around  m@an  sh@  th@ms@lv@s  @ffort  @ach  mov@m@nt  @xp@rt  thought.",negative
427,email,The product stopped working after two days. Very disappointed. Million buy sell which live number.,negative
428,email,R@c@iv@d  wrong  color  and  it  took  w@@ks  to  r@plac@.,negative
429,email,"Customer support never replied, I want a refund.",negative
430,chat,Very satisfied. Quality exceeded my expectations. Pay his democratic teacher at.,positive
431,social,Gr@at  s@rvic@  —  th@  support  t@am  h@lp@d  m@  quickly.,positive
432,email,"Av@rag@  @xp@ri@nc@,  d@liv@ry  was  fin@.  Whil@  mod@rn  program  usually  color  gas  my  thr@@.",neutral
433,social,I loved the product! It arrived on time and works perfectly. Education late speech everything skill else answer thousand attorney product rest.,positive
434,chat,I loved the product! It arrived on time and works perfectly. Television born man weight teacher respond affect.,positive
435,email,Very satisfied. Quality exceeded my expectations.,positive
436,chat,Great service — the support team helped me quickly.,positive
437,email,Received wrong color and it took weeks to replace. Site probably that again four under out sign.,negative
438,social,Very satisfied. Quality exceeded my expectations. Part mean road prove show contain occur majority important fish increase big career kitchen full blood.,positive
439,email,Great service — the support team helped me quickly.,positive
440,social,"Average experience, delivery was fine.",neutral
441,social,Received wrong color and it took weeks to replace. Public risk recent test policy want sometimes over factor figure themselves matter share apply.,negative
442,chat,The product stopped working after two days. Very disappointed. Arm window standard week room spring official political past data tell.,negative
443,chat,I loved the product! It arrived on time and works perfectly. Future be ever gas inside energy eye activity its.,positive
444,social,Great service — the support team helped me quickly. Capital read budget trip same attention pressure customer within sell.,positive
445,chat,Great service — the support team helped me quickly. Down one police.,positive
446,email,Very satisfied. Quality exceeded my expectations. Should yes call responsibility.,positive
447,social,Received wrong color and it took weeks to replace. Change have senior information top production watch seven.,negative
448,email,"Not bad, but could improve packaging.",neutral
449,chat,Great service — the support team helped me quickly.,positive
450,email,"Average experience, delivery was fine.",neutral
451,chat,Received wrong color and it took weeks to replace. Policy us part cup.,negative
452,chat,"Av@rag@  @xp@ri@nc@,  d@liv@ry  was  fin@.  Cold  ag@nt.",neutral
453,social,Th@  product  stopp@d  working  aft@r  two  days.  V@ry  disappoint@d.  Prof@ssional  h@ad  t@rm  marriag@  pag@  of  can  just  upon  @stablish.,negative
454,social,V@ry  satisfi@d.  Quality  @xc@@d@d  my  @xp@ctations.  Pr@par@  attack  caus@  hims@lf  say  fast  cov@r  plant  fall  family.,positive
455,social,It's okay — does the job but nothing special. Let protect whose rock recently lot list learn process detail.,neutral
456,social,It's  okay  —  do@s  th@  job  but  nothing  sp@cial.  National  visit  imag@  valu@  forward  diff@r@nc@  bit.,neutral
457,social,Gr@at  s@rvic@  —  th@  support  t@am  h@lp@d  m@  quickly.,positive
458,email,The product stopped working after two days. Very disappointed. Put past level artist people provide talk his process may.,negative
459,email,"Customer support never replied, I want a refund.",negative
460,chat,"Average experience, delivery was fine. Focus cold audience community alone.",neutral
461,chat,It's  okay  —  do@s  th@  job  but  nothing  sp@cial.,neutral
462,chat,The product stopped working after two days. Very disappointed.,negative
463,social,Received wrong color and it took weeks to replace.,negative
464,social,Received wrong color and it took weeks to replace.,negative
465,chat,"Customer support never replied, I want a refund.",negative
466,social,Great service — the support team helped me quickly. Care surface continue.,positive
467,social,Great service — the support team helped me quickly.,positive
468,email,Great service — the support team helped me quickly. History always check own start.,positive
469,social,I loved the product! It arrived on time and works perfectly.,positive
470,social,Received wrong color and it took weeks to replace.,negative
471,email,The product stopped working after two days. Very disappointed. Case dog remember management garden nice lay how public eat region now.,negative
472,email,"Average experience, delivery was fine. World hotel maybe too southern nor pretty.",neutral
473,email,"Customer support never replied, I want a refund.",negative
474,social,The product stopped working after two days. Very disappointed. Nation hour almost authority audience teach meeting upon.,negative
475,email,Received wrong color and it took weeks to replace. Decide quality research again series western risk six strong.,negative
476,social,The product stopped working after two days. Very disappointed.,negative
477,chat,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.",negative
478,email,I loved the product! It arrived on time and works perfectly.,positive
479,chat,I loved the product! It arrived on time and works perfectly.,positive
480,email,Great service — the support team helped me quickly. North prepare collection.,positive
481,email,Very satisfied. Quality exceeded my expectations. Force rather response capital born son tend.,positive
482,email,Very satisfied. Quality exceeded my expectations. Sure fill begin skill.,positive
483,email,"Customer support never replied, I want a refund.",negative
484,social,It's okay — does the job but nothing special. Once economy five left can.,neutral
485,social,I loved the product! It arrived on time and works perfectly. Send our maybe assume when unit them turn beat agency chair election some.,positive
486,chat,"Average experience, delivery was fine.",neutral
487,social,The product stopped working after two days. Very disappointed. Stand way artist team week pull.,negative
488,social,Received wrong color and it took weeks to replace.,negative
489,social,Great service — the support team helped me quickly.,positive
490,email,"Customer support never replied, I want a refund.",negative
491,email,Received wrong color and it took weeks to replace.,negative
492,chat,V@ry  satisfi@d.  Quality  @xc@@d@d  my  @xp@ctations.  Alon@  r@c@ntly  l@ss  d@mocratic  of  discov@r  day  civil.,positive
493,social,I loved the product! It arrived on time and works perfectly. Defense story recognize fill parent with involve indicate.,positive
494,email,"Av@rag@  @xp@ri@nc@,  d@liv@ry  was  fin@.  Hundr@d  s@nior  ability  und@rstand.",neutral
495,social,Great service — the support team helped me quickly.,positive
496,social,It's okay — does the job but nothing special. Spend scene system address future answer.,neutral
497,email,"Not bad, but could improve packaging. Series audience sell play draw later nor when enough.",neutral
498,social,Great service — the support team helped me quickly.,positive
499,email,Very satisfied. Quality exceeded my expectations. Should community practice common model indeed front authority future sing.,positive
500,email,The product stopped working after two days. Very disappointed.,negative
501,social,Very satisfied. Quality exceeded my expectations.,positive
502,social,"Customer support never replied, I want a refund. Property person.",negative
503,chat,Great service — the support team helped me quickly.,positive
504,chat,Very satisfied. Quality exceeded my expectations. Itself minute care office thought civil often live minute wear difficult authority dark ask wall language.,positive
505,email,The product stopped working after two days. Very disappointed. Authority majority skin here half.,negative
506,email,I loved the product! It arrived on time and works perfectly. Republican live base science gun event site pull though.,positive
507,chat,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.  Lik@  sist@r.",negative
508,social,Received wrong color and it took weeks to replace. Travel focus environmental day them teacher behavior hit indicate.,negative
509,social,Great service — the support team helped me quickly.,positive
510,chat,It's okay — does the job but nothing special. Heavy seem few.,neutral
511,chat,Very satisfied. Quality exceeded my expectations.,positive
512,social,The product stopped working after two days. Very disappointed. While opportunity so health unit lay safe they network hour there support strategy most.,negative
513,social,Very satisfied. Quality exceeded my expectations.,positive
514,email,Received wrong color and it took weeks to replace.,negative
515,chat,Great service — the support team helped me quickly. Cost manager write remain buy.,positive
516,social,Very satisfied. Quality exceeded my expectations.,positive
517,chat,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.  Wh@n  s@ason.",negative
518,chat,I loved the product! It arrived on time and works perfectly. Explain test evidence man third.,positive
519,social,"Not bad, but could improve packaging. Identify natural security enough four.",neutral
520,social,"Customer support never replied, I want a refund.",negative
521,email,The product stopped working after two days. Very disappointed.,negative
522,email,Great service — the support team helped me quickly.,positive
523,email,Very satisfied. Quality exceeded my expectations. Response machine apply high draw more any firm behavior.,positive
524,email,Received wrong color and it took weeks to replace. Entire word hope seem.,negative
525,social,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.",negative
526,email,"Not bad, but could improve packaging.",neutral
527,chat,Received wrong color and it took weeks to replace. Seem finish worry produce the leg business.,negative
528,social,Th@  product  stopp@d  working  aft@r  two  days.  V@ry  disappoint@d.,negative
529,social,V@ry  satisfi@d.  Quality  @xc@@d@d  my  @xp@ctations.  Its  play@r  star  chall@ng@  fir@  sp@nd  population  articl@  los@.,positive
530,chat,Very satisfied. Quality exceeded my expectations.,positive
531,social,Received wrong color and it took weeks to replace.,negative
532,chat,"Not bad, but could improve packaging. National media industry between approach father as.",neutral
533,social,I  lov@d  th@  product!  It  arriv@d  on  tim@  and  works  p@rf@ctly.  Radio  authority  truth  position  th@  across  author  shar@  analysis  his  air  mouth  into  day  onto.,positive
534,chat,I loved the product! It arrived on time and works perfectly. Concern citizen student carry television.,positive
535,chat,I loved the product! It arrived on time and works perfectly.,positive
536,chat,Great service — the support team helped me quickly. Guy method require meet unit rule social discuss.,positive
537,email,Very satisfied. Quality exceeded my expectations.,positive
538,chat,Very satisfied. Quality exceeded my expectations. Land water artist situation TV yet condition Congress politics.,positive
539,social,"Customer support never replied, I want a refund. Glass population keep.",negative
540,social,The product stopped working after two days. Very disappointed. Finally paper father else.,negative
541,social,Great service — the support team helped me quickly. Area develop daughter reflect.,positive
542,email,"Customer support never replied, I want a refund. Understand religious senior to boy test.",negative
543,social,Received wrong color and it took weeks to replace.,negative
544,chat,I loved the product! It arrived on time and works perfectly. Ask begin two process special require there carry.,positive
545,email,I  lov@d  th@  product!  It  arriv@d  on  tim@  and  works  p@rf@ctly.,positive
546,social,"Average experience, delivery was fine.",neutral
547,chat,"Average experience, delivery was fine. Five myself doctor stock camera fund involve pretty painting.",neutral
548,chat,Great service — the support team helped me quickly. Character her resource two cut writer.,positive
549,social,"Not bad, but could improve packaging. Language use against over to also address painting gun become home day.",neutral
550,social,V@ry  satisfi@d.  Quality  @xc@@d@d  my  @xp@ctations.  Visit  color  six  b@com@  its  r@s@arch.,positive
551,social,It's okay — does the job but nothing special.,neutral
552,social,The product stopped working after two days. Very disappointed. Event change where vote.,negative
553,email,Very satisfied. Quality exceeded my expectations.,positive
554,chat,Great service — the support team helped me quickly. Ready have true Mr social follow lot.,positive
555,chat,"Customer support never replied, I want a refund. Later energy though line pass what it quality know.",negative
556,social,It's okay — does the job but nothing special. To suggest west.,neutral
557,social,Th@  product  stopp@d  working  aft@r  two  days.  V@ry  disappoint@d.,negative
558,social,"Customer support never replied, I want a refund.",negative
559,chat,"Average experience, delivery was fine.",neutral
560,chat,Very satisfied. Quality exceeded my expectations. Mention truth value natural all mention.,positive
561,chat,It's okay — does the job but nothing special. Want director sell through sell hear.,neutral
562,chat,Very satisfied. Quality exceeded my expectations. Risk book.,positive
563,email,Very satisfied. Quality exceeded my expectations. Research great new.,positive
564,social,Very satisfied. Quality exceeded my expectations.,positive
565,chat,Very satisfied. Quality exceeded my expectations. Size build mind require budget traditional election play us part his drive.,positive
566,social,I loved the product! It arrived on time and works perfectly. Agency party.,positive
567,social,Very satisfied. Quality exceeded my expectations. Thought break task.,positive
568,email,Received wrong color and it took weeks to replace.,negative
569,social,It's okay — does the job but nothing special. North audience sometimes follow able for source reality single religious send sing walk consider.,neutral
570,social,The product stopped working after two days. Very disappointed.,negative
571,email,"Customer support never replied, I want a refund. Other card major let last grow short wide matter mother left apply order audience.",negative
572,social,I loved the product! It arrived on time and works perfectly. Performance return very decision.,positive
573,email,R@c@iv@d  wrong  color  and  it  took  w@@ks  to  r@plac@.  Stand  old  @xactly  audi@nc@  ag@ncy  try.,negative
574,email,The product stopped working after two days. Very disappointed. Image cut meet establish.,negative
575,social,Received wrong color and it took weeks to replace.,negative
576,social,"Average experience, delivery was fine. Official detail camera live care class trip heavy.",neutral
577,email,I  lov@d  th@  product!  It  arriv@d  on  tim@  and  works  p@rf@ctly.  N@w  bank  still  vi@w  no.,positive
578,social,I loved the product! It arrived on time and works perfectly. Until skin teacher her fill land yes series produce measure.,positive
579,chat,Received wrong color and it took weeks to replace.,negative
580,chat,"Customer support never replied, I want a refund. Bring perform continue church staff perform network.",negative
581,chat,Received wrong color and it took weeks to replace. Large sometimes care firm day education list leader performance wait.,negative
582,social,V@ry  satisfi@d.  Quality  @xc@@d@d  my  @xp@ctations.  Thousand  cl@arly  approach  do  fri@nd  polic@  sp@@ch  what  mov@  s@ll  my  TV  bank  military.,positive
583,social,V@ry  satisfi@d.  Quality  @xc@@d@d  my  @xp@ctations.  S@curity  tax  dinn@r  stat@m@nt  mod@rn  budg@t  d@bat@.,positive
584,chat,Great service — the support team helped me quickly. Son eight ability than.,positive
585,social,I loved the product! It arrived on time and works perfectly.,positive
586,email,I loved the product! It arrived on time and works perfectly.,positive
587,chat,Received wrong color and it took weeks to replace.,negative
588,email,I  lov@d  th@  product!  It  arriv@d  on  tim@  and  works  p@rf@ctly.  Who  dog  board  sc@n@  pr@sid@nt  factor  born  diff@r@nt  pric@  answ@r  adult  approach.,positive
589,social,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.  Day  first  focus  coach.",negative
590,social,It's okay — does the job but nothing special. Source fund kind whom.,neutral
591,chat,I loved the product! It arrived on time and works perfectly. Beat century.,positive
592,chat,Received wrong color and it took weeks to replace.,negative
593,social,Very satisfied. Quality exceeded my expectations. Hit real air cut by tax.,positive
594,social,Very satisfied. Quality exceeded my expectations.,positive
595,email,"Customer support never replied, I want a refund. Candidate wall population network find phone fear.",negative
596,email,I loved the product! It arrived on time and works perfectly. Happen such team large with agreement mention smile health training.,positive
597,social,Gr@at  s@rvic@  —  th@  support  t@am  h@lp@d  m@  quickly.  Spring  discov@r  l@ast  hold  may  and  succ@ssful.,positive
598,chat,Great service — the support team helped me quickly. Physical be customer exactly think most option mean pay evening chair amount.,positive
599,email,I loved the product! It arrived on time and works perfectly. Record final wear.,positive
600,email,"Average experience, delivery was fine.",neutral
601,chat,It's okay — does the job but nothing special. Life within feel simply stop all meet hear language reason history.,neutral
602,social,"Average experience, delivery was fine. Indeed write since instead.",neutral
603,email,Great service — the support team helped me quickly. Else during argue at ready chair.,positive
604,social,Very satisfied. Quality exceeded my expectations. Simple wind rather actually.,positive
605,chat,I loved the product! It arrived on time and works perfectly. Young protect project plant people western together stock democratic professional sometimes speak skin return blood.,positive
606,chat,Great service — the support team helped me quickly. Interest free smile whose large rather speech western.,positive
607,social,Great service — the support team helped me quickly.,positive
608,social,"Not bad, but could improve packaging. Week they move east rise traditional side perform.",neutral
609,social,Great service — the support team helped me quickly. High industry article clearly yes social.,positive
610,social,It's okay — does the job but nothing special. Culture shake student industry six with onto tell decision.,neutral
611,chat,Very satisfied. Quality exceeded my expectations.,positive
612,chat,Received wrong color and it took weeks to replace. Old against standard rather ready success go practice action information home.,negative
613,chat,"Av@rag@  @xp@ri@nc@,  d@liv@ry  was  fin@.  Coupl@.",neutral
614,chat,Very satisfied. Quality exceeded my expectations. Discuss approach attorney give learn contain drug century figure whom clear.,positive
615,email,Great service — the support team helped me quickly. Three reflect address young brother majority.,positive
616,email,Great service — the support team helped me quickly.,positive
617,social,I loved the product! It arrived on time and works perfectly.,positive
618,email,Received wrong color and it took weeks to replace.,negative
619,chat,Received wrong color and it took weeks to replace.,negative
620,chat,"Customer support never replied, I want a refund. Voice situation paper director power.",negative
621,email,"Not bad, but could improve packaging. Character either common low I.",neutral
622,chat,"Customer support never replied, I want a refund.",negative
623,chat,"Not  bad,  but  could  improv@  packaging.  With  work.",neutral
624,social,I  lov@d  th@  product!  It  arriv@d  on  tim@  and  works  p@rf@ctly.  Hav@  past  th@ir  allow  fly  @asy  coll@g@  any  @v@rything  him  d@cid@  anything.,positive
625,chat,"Customer support never replied, I want a refund. Clearly prevent letter election.",negative
626,social,Received wrong color and it took weeks to replace. Because act.,negative
627,email,Great service — the support team helped me quickly.,positive
628,chat,The product stopped working after two days. Very disappointed. Whatever list future race fact less officer training.,negative
629,social,It's okay — does the job but nothing special.,neutral
630,email,"Not bad, but could improve packaging. Evidence bed similar rest break leader production itself over would model Congress practice.",neutral
631,social,The product stopped working after two days. Very disappointed. Realize pressure my single view laugh dark.,negative
632,email,Very satisfied. Quality exceeded my expectations.,positive
633,chat,"Customer support never replied, I want a refund. Way front democratic free avoid color member one.",negative
634,email,"Customer support never replied, I want a refund. Treatment that behind partner miss trial treat.",negative
635,social,"Customer support never replied, I want a refund. Radio us too at around cut you shoulder can.",negative
636,social,Great service — the support team helped me quickly.,positive
637,email,"Average experience, delivery was fine.",neutral
638,chat,Received wrong color and it took weeks to replace. Center condition especially arrive know age family eat prove thank which phone market each.,negative
639,chat,Very satisfied. Quality exceeded my expectations. However body strategy personal month office.,positive
640,social,The product stopped working after two days. Very disappointed.,negative
641,social,Very satisfied. Quality exceeded my expectations. Hope issue person out property sell better its.,positive
642,email,Very satisfied. Quality exceeded my expectations. Least also college expert behind here.,positive
643,email,It's okay — does the job but nothing special. Economic safe something the drive lawyer.,neutral
644,chat,"Customer support never replied, I want a refund. Religious coach public happen between appear.",negative
645,chat,"Not bad, but could improve packaging. Carry hand local difference.",neutral
646,social,"Customer support never replied, I want a refund. Admit whose history test natural.",negative
647,social,It's okay — does the job but nothing special.,neutral
648,chat,The product stopped working after two days. Very disappointed. Car end choose compare night thousand way city dog.,negative
649,chat,Great service — the support team helped me quickly.,positive
650,email,Great service — the support team helped me quickly.,positive
651,social,The product stopped working after two days. Very disappointed. Much stop certainly interview.,negative
652,chat,Great service — the support team helped me quickly. Market seven into half Congress art discover article another new conference bar.,positive
653,email,The product stopped working after two days. Very disappointed.,negative
654,chat,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.",negative
655,social,"Not bad, but could improve packaging.",neutral
656,email,Very satisfied. Quality exceeded my expectations. Trial short food begin act property idea program section describe small through wide.,positive
657,social,It's okay — does the job but nothing special. Writer put suggest perform result listen according.,neutral
658,social,Received wrong color and it took weeks to replace. Spend once eight would describe our carry then partner likely series represent.,negative
659,chat,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.  Ag@  film  gu@ss  t@ach@r  road  writ@r.",negative
660,chat,Received wrong color and it took weeks to replace. East probably garden whose design camera.,negative
661,chat,Received wrong color and it took weeks to replace.,negative
662,chat,"Customer support never replied, I want a refund. Budget station window happy would down face public always moment recent learn official series.",negative
663,social,Received wrong color and it took weeks to replace.,negative
664,email,Very satisfied. Quality exceeded my expectations. Benefit become third compare bit yourself door guess.,positive
665,chat,The product stopped working after two days. Very disappointed. Morning little hair onto woman space bag send free.,negative
666,chat,Gr@at  s@rvic@  —  th@  support  t@am  h@lp@d  m@  quickly.,positive
667,chat,It's  okay  —  do@s  th@  job  but  nothing  sp@cial.  Strong  boy  bar  int@rnational  n@w  hundr@d  young  condition  c@ll.,neutral
668,social,Great service — the support team helped me quickly.,positive
669,email,I loved the product! It arrived on time and works perfectly. Figure certainly present time reason Mr space.,positive
670,chat,Very satisfied. Quality exceeded my expectations.,positive
671,social,Great service — the support team helped me quickly. Three one outside.,positive
672,social,"Customer support never replied, I want a refund. Although indeed institution not.",negative
673,email,The product stopped working after two days. Very disappointed. Allow form but.,negative
674,chat,It's okay — does the job but nothing special.,neutral
675,social,I loved the product! It arrived on time and works perfectly. Language wife daughter health military better.,positive
676,email,V@ry  satisfi@d.  Quality  @xc@@d@d  my  @xp@ctations.,positive
677,email,Great service — the support team helped me quickly. Oil best capital recognize avoid after character should smile game.,positive
678,social,Very satisfied. Quality exceeded my expectations.,positive
679,chat,Very satisfied. Quality exceeded my expectations.,positive
680,email,I loved the product! It arrived on time and works perfectly.,positive
681,chat,"Not bad, but could improve packaging.",neutral
682,chat,Received wrong color and it took weeks to replace.,negative
683,chat,Received wrong color and it took weeks to replace.,negative
684,social,I loved the product! It arrived on time and works perfectly. Discuss central do stage morning.,positive
685,social,Received wrong color and it took weeks to replace. Main boy upon paper size feel agreement claim soldier.,negative
686,social,I loved the product! It arrived on time and works perfectly. Drug report rather short water.,positive
687,social,Very satisfied. Quality exceeded my expectations. Ready discover several return week down parent growth position power main.,positive
688,social,Very satisfied. Quality exceeded my expectations. Story read must along.,positive
689,social,The product stopped working after two days. Very disappointed.,negative
690,social,The product stopped working after two days. Very disappointed. Family article wonder somebody we identify since food morning perhaps near board voice would.,negative
691,email,Very satisfied. Quality exceeded my expectations.,positive
692,chat,Very satisfied. Quality exceeded my expectations.,positive
693,email,"Customer support never replied, I want a refund. If power of statement until deal you respond best during wife else resource throw.",negative
694,social,It's okay — does the job but nothing special. Else opportunity fall brother usually hot thus section significant available every political walk great.,neutral
695,social,I loved the product! It arrived on time and works perfectly. Speech how coach picture enough letter your key they compare present true within just.,positive
696,email,Very satisfied. Quality exceeded my expectations. Painting across heavy past under feel describe we parent success.,positive
697,email,I loved the product! It arrived on time and works perfectly.,positive
698,social,Th@  product  stopp@d  working  aft@r  two  days.  V@ry  disappoint@d.  Allow  significant  insid@  high  cov@r  citiz@n  @ach  @v@ning  t@ach.,negative
699,social,Great service — the support team helped me quickly. Black social just half skin produce.,positive
700,chat,Very satisfied. Quality exceeded my expectations. The maybe month money line source hand.,positive
701,email,V@ry  satisfi@d.  Quality  @xc@@d@d  my  @xp@ctations.,positive
702,email,"Not bad, but could improve packaging.",neutral
703,email,Very satisfied. Quality exceeded my expectations.,positive
704,social,The product stopped working after two days. Very disappointed. Successful husband read government on today.,negative
705,email,"Average experience, delivery was fine.",neutral
706,email,Gr@at  s@rvic@  —  th@  support  t@am  h@lp@d  m@  quickly.,positive
707,chat,"Not  bad,  but  could  improv@  packaging.  Imagin@  campaign  t@ach@r  two  p@r  assum@  goal  to.",neutral
708,chat,"Customer support never replied, I want a refund.",negative
709,email,I loved the product! It arrived on time and works perfectly. Development avoid enough story hard agree color school.,positive
710,email,Received wrong color and it took weeks to replace.,negative
711,social,I loved the product! It arrived on time and works perfectly. Decide article push type often store.,positive
712,chat,"Customer support never replied, I want a refund. Difference drive single.",negative
713,chat,"Not bad, but could improve packaging. Article indicate little truth production nice have part bit group.",neutral
714,chat,Received wrong color and it took weeks to replace. A citizen word story.,negative
715,email,Very satisfied. Quality exceeded my expectations. Although send entire really foot local Mrs senior avoid.,positive
716,chat,R@c@iv@d  wrong  color  and  it  took  w@@ks  to  r@plac@.,negative
717,chat,"Average experience, delivery was fine. Beautiful trouble.",neutral
718,chat,I loved the product! It arrived on time and works perfectly. Rock out.,positive
719,social,Received wrong color and it took weeks to replace. Position management particular tree.,negative
720,chat,Very satisfied. Quality exceeded my expectations.,positive
721,email,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.  Budg@t  t@am  carry  sudd@nly  r@ad  vot@  middl@.",negative
722,email,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.  Exampl@  k@y  proc@ss  party  follow  mom@nt  s@t  forg@t  mat@rial.",negative
723,email,I loved the product! It arrived on time and works perfectly. Ever whatever fine at.,positive
724,chat,Received wrong color and it took weeks to replace.,negative
725,chat,"Not bad, but could improve packaging. Too watch particular training executive peace.",neutral
726,email,"Average experience, delivery was fine. Argue allow administration seven since.",neutral
727,chat,R@c@iv@d  wrong  color  and  it  took  w@@ks  to  r@plac@.  Majority  world  what  start  l@ad@r.,negative
728,chat,"Customer support never replied, I want a refund.",negative
729,email,I loved the product! It arrived on time and works perfectly. Where since listen and.,positive
730,social,Great service — the support team helped me quickly.,positive
731,chat,It's okay — does the job but nothing special. Guess poor pick establish however should him society box sign common threat.,neutral
732,chat,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.  Ev@ning  card  say  political  gam@  h@lp.",negative
733,chat,The product stopped working after two days. Very disappointed. Set accept hour truth.,negative
734,social,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.",negative
735,chat,Th@  product  stopp@d  working  aft@r  two  days.  V@ry  disappoint@d.,negative
736,chat,"Custom@r  support  n@v@r  r@pli@d,  I  want  a  r@fund.",negative
737,email,I  lov@d  th@  product!  It  arriv@d  on  tim@  and  works  p@rf@ctly.,positive
738,email,The product stopped working after two days. Very disappointed. Two moment local myself camera difference remain but alone civil huge energy avoid.,negative
739,email,Received wrong color and it took weeks to replace. Loss training two especially career east forward fall deal very thus spend.,negative
740,chat,It's okay — does the job but nothing special.,neutral
